,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
33,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,311809337.4743546,402178605.01955354,435911268.5896796,495097667.9290412,552883707.0551385,670362452.1453787,1012280614.5279174,1114204743.2009149,1163923830.3584747,1236016506.7369363,1346890071.0982947,1409536120.91682,1547755183.2148364,1704370307.7611496,1812757917.76463,2006165166.8075376,2012131457.2664447,2020583702.0832298,1957000000.0,2063342117.0387313,2151344901.307612,2216974096.3555913,2363645403.470392,2498384129.6673794,2817083478.3473377,2951822204.544325,3059500000.0,3054500000.0,3106500000.0,3209500000.0,3444500000.0,3819500000.0,4217500000.0,4674000000.0,4785000000.0,4465500000.0,4530000000.0,4657500000.0,4610000000.0,4677000000.0,4696500000.0,4715000000.0,4830000000.0,4978000000.0,5086500000.0,5209000000.0,4418000000.0,
34,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,114040245.65529858,132758395.40049654,139030445.57689795,160819286.55429244,161211289.69031754,179080099.30746114,197523179.2418832,270818555.8235211,433092003.57927275,1073577085.6415938,1168304305.6551259,1423061356.6456208,1732721160.941215,1941600703.6059806,2803780005.518256,4928824957.967495,4366213849.576372,4264252336.448598,3844723142.451491,3782523088.4628,3523612563.0653152,2358592817.1213374,2754463437.7967715,2690717551.1826677,2985467979.2852383,3520551724.137931,3701667052.5584626,4183548189.073051,4105706151.751455,4087337959.93191,4734020036.686892,5115602836.879433,5197332974.137932,4051147227.533461,4600000000.0,6001153306.264502,5601090584.361221,5843329107.561711,6557333084.605671,7872333215.004142,9531402847.873106,11470703002.076908,12247694247.229778,14393099068.585943,10732366286.264265,13707370737.073708,18525319977.740677,19047940300.896286,18093829923.273655,17098342541.436466,12930394937.81366,11400854267.718817,12128104859.14983,13567351175.031507,13469422958.51048,12005825769.508663,
35,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,128717410.9125,139150441.30974826,141366534.47568813,156687192.0646416,160459970.5346831,163272314.8337963,191230747.10700637,242770861.58034256,272241005.231459,264725206.95087305,287658184.00398916,240319995.60246265,240215763.88888887,225998091.17743525,258985597.7048135,290464801.1100833,303435517.9226644,352260952.90553564,363452787.2031023,399268801.67208546,424464089.8976413,461444513.66815007,520849551.5326065,604041957.9218549,682523857.0167696,796938120.1814059,874989895.6011212,1168308516.6330097,1227808790.6732988,1234014291.823416,1547991317.8118262,1777101316.6775587,1781281281.5791247,1756215665.0932288,1907090813.459065,2003598212.9913535,2158972129.00307,2450364928.0730205,2446866404.9305816,2535657068.9657526,2315437338.0880876,
36,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30412308.98640123,32902336.644746047,35643207.626524605,38091150.566196,41613969.05060644,45790869.74731257,51464435.146443516,58646443.514644355,66248256.624825664,77356914.07881911,96245114.46119486,127456485.12071869,164466873.70600414,244129088.0276617,306033848.4179544,355172413.7931034,372010119.59521616,451603325.41567695,590376720.5988891,819877300.613497,1060923829.130211,1073861599.1394765,1014907254.5401573,1172258182.1496947,1240796364.7566235,1114764007.148113,1392634771.9653025,1965274882.3634522,2644536804.112436,3083800684.897514,3790567051.8677773,3942792837.3565497,4146513722.3301888,4160086253.1467957,4259330999.0315127,4730611067.022581,4847752842.789243,5020214747.452614,4790458837.17078,5484257417.178445,5788329609.157553,5489608299.664453,5438857106.735358,7511582173.377239,8957467706.535404,9918907108.097015,10137883299.315643,10939053365.478596,10945070441.928253,10267133177.733364,12786654498.35139,15351972361.14767,14380004175.119429,14901750991.20123,15654660710.107952,13578754072.4652,15082578064.800207,16088437675.164776,16914245098.039217,16593720655.64016,15061922801.627066,
37,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112155598.94957118,123134584.4676733,124482748.9379174,129379097.88895763,142025069.4616761,150574816.3007644,157930041.87588325,163820538.86794722,191767436.9568844,188039191.32360828,189106554.52127707,201450768.3675526,230317908.0386434,271183061.35963523,281398668.1606134,378660016.2659364,451152449.984411,507298120.68314964,610578523.761178,700764892.7048311,797048028.7732465,694803502.7223564,748312283.7267575,658679394.9079688,637820620.6701945,864849765.0596645,1122265026.3827443,1200991825.9539769,1264899368.2016544,1233930277.0492177,1440711395.6706855,1377375030.5292072,1411917558.4585545,1278781166.7218764,851174350.6494092,1115389731.7911868,1007791186.2010617,937741468.0296757,967338348.658314,999477510.6866324,914500299.0970345,931833302.7528567,991387870.1246305,1139754799.1630425,1270080250.6526783,1337362392.1522458,1460561215.4446988,1697565948.6532345,1985240986.1850843,2059094048.2601888,2142591375.8505301,2437982839.6307173,2510126699.0535617,1691544192.3824193,1894813504.529452,1695825708.4560406,1825018190.8507109,2072349794.2330134,2220978978.173415,2220307368.6959286,2380087758.04137,
38,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461721692.64677,40934952063.94684,42227447631.9159,45029988561.21245,49377522896.70303,54515179580.71483,61088384036.65145,65668655501.12544,71829810519.89554,79148411661.69023,87896095320.12633,99271961774.60883,113082820486.91788,131321858814.11859,160408697341.5133,173834029689.3433,206575564908.7221,211612157028.67892,218632867537.477,243072102612.25885,273853826548.06705,306214863624.98956,313506525087.1362,340547711781.88904,355372558103.62134,364756499450.7507,377437927311.9827,431316742081.44794,507354351182.254,565055743243.2433,593929550908.4675,610328183643.1876,592387689252.9163,577170761956.4375,578139279437.6099,604031623433.4014,628546387972.1306,654986999855.554,634000000000.0,678412196271.118,744773415931.587,738981792355.372,760649334098.0055,895540646634.787,1026690238278.2476,1173108598778.6763,1319264809590.9731,1468820407783.2603,1552989690721.6497,1374625142157.2915,1617343367486.2585,1793326630174.5186,1828366481521.5952,1846597421834.9834,1805749878439.9412,1556508816217.1401,1527994741907.425,1649265644244.095,1725329192783.024,1742015045482.313,1645423407568.3633,
39,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256335875977.44235,242728591902.0567,259967235199.87534,274115786150.97122,310946964074.10706,393352948423.0937,416122304768.61926,410087083944.2086,448799835834.1908,434972267340.2162,428307303232.4911,468825006329.8011,528392950952.861,634139360251.065,763216404613.204,886849878955.7803,1002925866071.3104,1266805604460.7283,1532956064060.258,1290896340202.0664,1318170441878.329,1449339068443.4912,1353315149256.4897,1422763976505.6804,1465927584533.3064,1293063507844.0952,1321561802163.8992,1464532904458.8523,1645463203193.6943,1673863310975.4155,1653247533863.8062,
40,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522746719.216143,10712712465.052166,11879982758.561916,13063643795.788443,14480556571.547604,15346741669.757538,16480058704.853127,17740013179.259995,18942729779.100044,20524886616.478863,,,,,,,,,,,122660905890.07579,112339195092.14948,115140108850.90874,114730757467.48607,109547355832.6595,111073640470.47331,159223703930.17957,199403912956.00858,215721878630.4927,208280848462.61996,265987061618.19754,269127820781.03207,280156819798.0373,272466458446.12885,301628489434.81757,353132515010.5708,340471241909.38513,295121356714.6696,303882354117.8094,298520480628.4117,279841151705.3529,287226531168.5234,310175772488.1304,363063293977.8718,405531321270.6071,420544947799.55023,443801905407.56104,493537376707.7641,570304197211.7072,558199868578.2556,603434493402.6786,722038242134.6195,692109693986.8864,712748124222.61,734396591036.9315,702149580770.9009,695600652899.283,704478516963.8549,735539301552.6736,731767398052.8792,752248045730.1104,
41,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.614773,6262740656.851643,6439703434.710243,6232906290.485102,6663669064.748201,7332244897.959183,8553643354.082753,8827272727.272726,9676172953.081877,11514605842.336935,,,,,,,,,,,,,,
42,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4109999999.9999995,4609727272.727272,5416272727.272727,5668187500.0,5982347826.086957,6026593750.0,7072641025.641026,7013196078.431372,7167086956.521739,8377093023.255814,9126309734.513275,10884114754.098362,11853817307.692308,16836261173.184359,16210404183.535763,7622217352.342158,10341925249.042145,13962893421.541319,15989933708.149084,21803696985.234898,29036709871.794872,34509878043.589745,25325893205.657043,20355959237.21284,19622527479.691307,17702885393.509884,18891048818.74255,22255407684.69988,26040229793.06967,29885685142.91066,33113887817.97311,37834793730.31326,45964327558.88356,49297773130.118515,57008425295.8256,73447063319.30338,78039572221.60236,84952360922.49577,81577430181.46016,75173794497.04941,77860932151.93016,70979923960.34224,69736811435.13194,75643459839.56046,99210392857.62834,122964812046.13914,154788024805.86472,173605968179.2668,179638496278.49716,172389498444.6795,218537551220.12344,252251992029.5182,267122320056.77213,278384332694.3005,260541637327.85516,243919079437.42172,250440149690.84625,277034675515.68365,297571693064.1932,279385487344.4916,252940023046.00748,
43,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716467625.314804,50056868957.67324,47209359005.60565,50706799902.51035,59708343488.50434,70436266146.72191,76720285969.61572,72881631326.67154,70846535055.65033,79705906247.4612,92602973434.07262,99800958648.14363,113687586299.05127,138544284708.95746,144182133387.7218,163431551779.76126,153940455341.50613,174938098826.56906,149540752829.26828,178280594413.0435,191149211575.0,195866382432.53967,205089699858.7786,230686747153.2567,259946510957.14288,309488028132.6531,300758100107.24634,272972974764.574,312353631207.8189,347768051311.74084,360857912565.9656,383373318083.62366,426915712715.8556,444731282435.51544,564324670008.2379,734547898224.101,863746717507.397,961603952954.2329,1029043097558.9136,1093997267277.098,1211346869600.406,1339395718862.8867,1470550015077.927,1660287965663.888,1955347004965.6873,2285965892364.2046,2752131773358.9185,3550342737009.5303,4594307032667.981,5101703073088.971,6087163874510.73,7551500124197.168,8532229986993.647,9570406235659.64,10475682920597.715,11061553079871.54,11233276536744.676,12310409370894.242,13894817549380.291,14279937467430.953,14722730697890.1,
44,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.571989,618245639.2213817,645284344.6841179,761047045.8304015,921063266.4455211,919771356.4260966,1024103034.2919849,1082922892.1520207,1281281245.6703238,1361360157.2699864,1455482990.2414265,1584128262.089328,1849400599.7755802,2508421234.8557043,3070151901.0638347,3893839190.268061,4662053707.776297,6265067857.865343,7900524897.864403,9142935857.947664,10175615441.81265,8432588483.852627,7567109766.611292,6838185418.536422,6841638714.5454,6977650069.335779,9158302205.36237,10087653189.328686,10255170459.985992,9757410614.0812,10795850106.9547,10492628915.492674,11152971316.074015,11045759468.941166,8313557450.252132,11000146839.497032,18071153890.449112,18047557171.794,19619653924.33636,18870992455.70604,16577533355.3742,16810536883.7566,18054384023.119785,21251755294.025806,23510577108.188107,24036917016.532307,25281414472.89757,28760092034.539566,34078243426.016815,33886814907.053555,34936305296.88337,36693712824.78123,36302305578.306046,42760237561.39952,48843008580.36165,45814637971.47452,47964234560.05141,51588158717.53482,58011466450.8643,58539424929.72483,61348579465.101654,
45,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206071.0022346,652777613.6436379,694247725.5372041,718320701.3897845,776650126.190072,814083378.458171,851112662.733069,936175404.6428286,1046191192.443834,1100551378.555058,1151217146.9856887,1236941200.9522202,1498252050.1722827,1901393216.0014932,2157415245.7347116,2857037371.058858,2898089929.085731,3394663844.428335,4662851756.590455,5919004206.907056,6674567625.080699,6610937473.204248,6611255018.239152,6870200658.940971,7311937457.41855,8544809794.263049,11857056336.031237,13049658331.131714,12236058143.04065,11012566160.504288,12314482085.087753,11840192674.124596,12071775380.650251,16181813512.448324,8902446188.045599,10864773036.83634,11093539497.029043,10789457915.045744,11298144511.636374,11565827385.68838,10566578952.785664,10953485244.423897,12417251815.880106,15970315751.027683,18826215278.056957,19509850837.27447,20910513974.621456,23928251333.744366,27715144580.26906,27932971683.421455,27507499709.071022,30630912184.778904,30155064574.073418,33728622819.091167,36386546917.68608,32210232911.66261,33814337900.28309,36098550141.58968,39973839064.60838,39670977332.73484,40804449726.01836,
46,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404117.647059,3086746857.142857,3779841428.571429,6213185742.574258,2881545272.727273,4043901818.1818185,4532660181.818182,3384063371.7579155,3909780538.922156,5032434970.05988,4877684910.179642,5594770359.281438,6173712814.371257,7870239461.077845,9596960179.64072,10237343173.652695,9648583224.992123,12344424763.57268,15372608002.392328,15068422236.366274,14394927494.8647,12537821038.220222,13651667371.167646,11006712650.448143,7857729193.203425,7195042616.0071,8095367168.217689,7661625472.57705,8861299976.741575,9021862775.259783,9349764580.369976,9633911368.015413,8227200892.442131,10706246370.932463,5840529411.764706,5647034188.034188,5772020526.106018,6091061291.305011,6215716712.294674,4711259427.272727,19088046305.7971,7438189100.333333,8728038525.140335,8937567059.877542,10297483481.223013,11964484667.910227,14451902467.931498,16737071816.379993,19788515873.89425,18648373312.4241,21565720044.463406,25839749198.823307,29306235826.38855,32679745297.645332,35909040265.93278,37917704900.07938,37134799974.52249,38019265625.88453,47146004586.68241,50400747050.496,48716960860.0664,
47,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.56897533,151675739.16060254,166521239.86331046,172233430.87148392,185693724.84536326,198318063.86084098,220613582.36986604,237397428.33641082,251247458.01213938,265040036.0591523,274960699.8585948,322128019.3235988,410669262.8980092,541973362.4810631,585364635.3548037,767102679.0186899,754549600.5480524,765224030.6364771,878771771.2908826,1198749665.9505324,1705796849.5465925,1993512325.9230595,2160640566.539532,2097274289.6152704,2193581366.4072566,2160872541.418901,1849268214.6818063,2297753649.2796235,2212536313.334759,2389593021.9486785,2798746050.582284,2724853592.7338185,2933222714.1150575,2684323424.068009,1769365425.0405302,2116003977.9752877,2540697688.056981,2322718991.2645755,1949481296.607621,2353909563.9412174,3227927593.0431647,2796704577.3082027,3034251042.0732946,3503723244.8360696,4656975222.722429,6647357442.089862,8065134528.268943,8771102025.009869,11602893043.02562,9684321633.219769,13135580695.247307,15634897272.764456,17693924573.24988,17953617927.23759,17889079957.879208,11885478502.116783,10215989995.007273,11090177747.131485,13670036995.995852,12750339022.951183,10187122341.405107,
48,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152976.6390357,4540447761.19403,4955543963.368689,4836166666.666667,5973366666.666667,5760761904.761905,5428518518.518518,5825170438.487043,5960212869.12968,6450175213.749228,7198360460.198871,7820380970.53674,8671358732.684858,10315760000.33939,12370029583.641897,13098633901.867271,15341403660.469809,19470960619.129715,23263511958.050903,27940411250.27322,33400735644.048115,36388366869.03093,38968039721.74803,38729822781.599724,38253120737.96712,34894411351.98301,34942489683.97124,36373307085.088745,39212550050.42228,39540080200.393814,47844090709.990845,49175565911.06548,58418985443.317154,66446804802.5747,81703500846.03638,92507279383.03873,97160109277.80867,106659508271.25496,98443739941.1664,86186158684.7685,99886577330.72711,98211749595.54419,97963003804.7851,94641378693.22304,117081522349.67728,145619191582.06177,161618581266.31616,206181826825.28073,242186950900.77545,232397835678.33636,286563105192.457,334943871931.746,370921320483.8416,382116126448.5551,381112119657.44556,293481748240.7792,282825009887.4583,311883730690.12946,334198214706.20905,323429888934.2568,271437596293.84283,
49,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218226.42984733,196349967.67000663,184008995.6436861,191621958.3753649,184697209.99741393,196726077.06197223,279197696.8146392,337525870.61696845,356500026.69167286,341476764.04426754,429622147.7434461,424108796.5629758,457388578.9241436,452881443.0841623,319189200.353123,398461789.5586861,396053797.63332117,364445589.7023647,370106776.04332876,382454989.94531095,351136568.4419213,378512003.4050715,425964697.4186643,546885184.9901742,633706149.2502595,653845122.8720744,698431827.740958,795673128.4854418,915659192.8251121,905341090.570115,907978723.5475916,1023086183.7982211,1015843368.7900755,1116224161.0778115,1149587651.6939495,966029542.038859,1012835518.2603742,1077439662.5798004,1188797574.9475257,1192559739.3728848,1235400352.2930975,
