,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
132,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142805.7142856,2366666615.5555553,1776842041.0526316,1087273103.6963859,598961269.2978786,714046821.093797,865559856.1638997,1028087972.3108478,1127806944.6151268,1327748654.6596859,1543606345.1168365,1763536304.5396364,1873671550.3463552,1747011857.3310688,1280177838.7190535,1454430642.4918334,1731198022.4549377,1768619058.3464744,1758176653.0774584,2023324407.303157,2366398119.882102,2735558726.256249,3455031447.6019382,4223152219.2439027,5446434031.690423,5836138127.065624,7131773632.713686,8750107401.578724,10192848926.258152,11983252611.272745,13279248478.816078,14426381187.08944,15912495368.87168,17071162084.406733,18141651381.388424,18897252232.58263,19132635711.695717,
133,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540067.9324584,2717998687.710016,2838485353.9618664,4690415092.536633,5843579160.901219,7941744492.121101,9599127049.937504,11718795528.493893,13690217333.269695,15751867489.444624,17247179005.521946,17391056369.226524,17260364842.454395,17649751243.781094,19152238805.97015,20082918739.63516,21159827992.060165,21497336498.946205,22022709851.55257,24827355014.644905,29118916105.61824,35399582928.62222,38443907042.30023,39927125961.20723,44035991893.02182,46909335550.61095,48133414840.40749,50065946086.17001,51389318290.86421,53324800958.61188,55276157552.24597,51953744507.40907,31735217784.544468,
134,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000.0,906000000.0,927000000.0,748000000.0,897000000.0,949000000.0,1119000000.0,1373000000.0,1726000000.0,1768000000.0,1998000000.0,2398000000.0,2791614000.0,3177198100.0,3225652000.0,3227075700.0,3398419600.0,3390703400.0,3422754800.0,3319596500.0,3201187800.0,
135,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158.19209,31995012468.82793,33881392045.454544,30657030223.390274,28607921928.81745,25544128198.995453,27884615384.615383,30698633109.134304,27249786142.00171,35976714100.90556,38270206950.409996,34110064452.15667,20481889763.779526,26265625000.0,33122307692.30769,47334148578.41639,54961936662.606575,67516236337.71583,87140405361.22916,63028320702.0343,74773444900.53679,34699395523.607254,81873662518.8238,65502870173.78312,41142722414.33511,27842131479.872574,26197143268.12428,37883243650.452,52607888717.948715,52091152228.342514,25418916028.896362,
136,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,170370370.37037036,194444444.44444442,183333333.3333333,197037037.03703701,251481481.48148146,284444444.4444444,340000000.0,375555555.5555555,429629629.6296296,486666666.6666666,579629629.6296296,613703703.7037036,674074074.074074,684814814.8148148,713703703.7037036,762962962.9629629,788888888.8888888,805925925.9259259,877407407.4074074,921851851.8518518,932592592.5925925,892592592.5925925,900000000.0,987407407.4074073,1066666666.6666666,1135555555.5555556,1268319185.1851852,1336088814.8148148,1437731111.111111,1401507888.8888888,1486758037.037037,1576988407.4074073,1605146777.7777777,1664816740.7407405,1755130814.8148148,1808079888.8888888,1865513444.4444444,1996771444.4444444,2065127259.2592592,2118791555.5555553,1616772740.7407405,
137,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,84505417300.11322,89564090129.03204,98132677715.8005,100055413984.54219,110926896678.91461,119245339327.01442,131287210582.76665,133957623486.63554,143782380187.66394,160652964275.74622,175224507139.3159,195449881829.74445,219827913655.8652,292393309317.5218,379048165315.71674,397541581665.9123,436004315855.89734,478835476756.34436,542905024591.31934,644226542790.0619,782809198814.4341,894372414082.5283,829144835859.8121,726346366249.9651,726511107731.9579,757639421051.7158,763687800580.219,807485159614.9763,900781775254.8666,928627062219.9733,1107710184716.1184,1189322538003.5107,1298588795308.741,1506891388934.1392,1769013904327.9966,1921483902218.8516,2079134079244.1008,2279341246887.1924,2299992549284.0522,2075437076988.7249,2291889370138.0664,2242579744921.5244,2013414038665.261,2054273280274.9595,2367829423753.793,2863236445711.032,3355801570060.764,3953553371385.325,4594255691385.69,4318352267558.839,5353326525498.804,6086927015359.8125,6150388245718.426,6303267059984.829,6426942883850.916,5370990480732.641,5249213832711.214,5830526163632.229,5703878670404.747,5627255688192.675,4725519821856.684,
138,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,112513915361.10617,114032022266.47577,113879544353.17612,107429529048.13658,106389514219.43681,117680646364.95047,127850478964.96405,142776605519.4193,147855397608.2049,151458710210.84137,159588213922.7999,160378509852.085,147405520875.87704,147679810086.8093,136652955122.69287,156487864044.91165,172536392989.48898,181481304537.6547,184615416238.89566,189528324349.12646,217451273486.34772,212480816318.8098,230495727895.57626,258336005787.5262,298737281801.4578,353181765400.5502,409583767670.3687,491681435658.8368,599822051532.7968,597365347154.2837,673059989995.3197,775487394383.4994,814940125621.0261,893129834207.8956,962577252313.3336,945449345818.9485,935519886797.6675,1024563657907.7789,1062300838853.5948,1106427936606.8938,1113396635024.4697,
139,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,83589600429.20772,86219692295.25594,83211373381.86942,81354406547.80624,88859129904.5119,103684064830.42926,121760998815.0738,101048052795.94109,102902754838.04008,111023037406.57323,115104424968.21661,111186632846.52963,116559571823.4844,114914378780.52348,129645541685.1582,143762211551.38254,154486464513.59503,158440359918.84094,161128199306.54453,188438378200.67868,188241325805.12903,201796162047.17017,220518103971.44135,258685372305.87497,308438089682.31067,357590928513.6027,430717820578.32495,515890687483.76483,521886596260.28937,578209113776.615,403961717711.8848,384447795530.72455,395478031005.27985,423854169973.9102,418166107033.5122,387204228271.268,409137806152.7806,425614516516.6097,448440169081.5107,459729949563.42346,
140,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90098330.66544706,104888628.17194417,124941925.0104734,165930611.7290192,193983720.46186894,246387479.17715877,272493879.0206433,303496276.26378196,436918176.73378074,503180669.9945871,534701915.617354,511658690.56104267,522090331.4781067,524034109.85660523,502617355.40707326,529078995.5638761,779365167.6024238,1052843347.6394849,1161757671.017563,1120000916.9264627,1421466239.562338,1484152022.3152022,1631197909.258996,1673104493.7736871,1948118227.6815093,2428461395.348837,2504033252.4271846,2298410390.684214,2479721340.8746033,2664026095.060578,2483953102.7948837,2491822706.80256,2688630822.5330424,3070691319.521794,3454362685.9670286,3659251525.8592997,4000239272.611262,4601299566.811064,5081432924.014403,4504549214.226633,5082366478.089942,5739977477.477477,5456009384.664605,6391735893.839681,6657170923.379175,6268391521.197007,6237264055.206007,6474256118.614806,6839145106.861642,6684443550.010062,,
141,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873949.579832,1444327731.092437,1434156378.600823,1240672268.907563,1309747899.159664,1698319327.7310925,1751470588.235294,1859465020.5761316,1801344537.815126,1965546218.4873948,2296470588.235294,2369308600.3372684,2553936348.4087105,2875625000.0,3574586466.1654134,3791298145.5064197,3591319857.3127227,4104509582.8635855,2733183856.502242,3364611432.24149,4024621899.576527,4415844155.844156,4768765016.818837,5167913302.167445,6043474842.767295,5978460972.0176735,6405210563.882941,6682167119.565217,6978371581.263754,6987267683.772539,8032551173.240139,9000362581.580856,9703011635.865847,10338679635.76159,11717604208.822338,13029697560.975609,13897738375.248777,15091913883.709103,15794972847.168346,15656327859.569649,16330814179.976625,15749753804.834377,16536535647.083422,18881765437.215084,20662525941.29855,24405791044.77612,28279814924.591778,32350248410.8216,40713812309.73159,42066217871.53486,56725749221.90431,65292753005.46645,68434409315.112305,74317806538.3632,79356449840.57713,80604080688.57747,82401038709.5356,87428128123.72086,87963042340.83792,83990946939.46512,80676681933.97797,
142,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,91535268122.7183,96868817777.3759,98412294102.45589,109495191587.41841,122981818219.42865,132800587362.28424,122152817556.66917,130545084037.71086,140766608958.10883,156523682629.33252,173078174028.7028,182351971432.30023,198579821730.93433,244313620408.55005,325949365591.8351,361994348640.8656,402792189038.72577,463128518285.1402,510780764969.65875,587276969174.2346,712899062370.1549,857105867026.7184,882555599567.2177,872190549359.865,861170362408.6486,916966881782.4869,974908300658.6228,954963775103.622,973682552833.729,974057581759.3258,1049079871023.2816,988608602610.5392,1037033791216.2893,1042788469986.129,1122673909749.3022,1273499134682.8794,1422914774171.1077,1454616702828.29,1325604977690.0122,1432252966310.8228,1507446216763.1292,1541059698398.117,1647507462192.821,1893050142110.4995,2196006717881.168,2552254389249.7417,3026903945016.9463,3716619573759.54,4209776154260.64,4277002039280.8877,5200810906398.357,5935836124467.983,6230149293706.556,6343694020447.034,6596912130744.289,6458585149777.877,6737458245945.118,7246520795601.959,7346924046154.443,7735772656431.272,7384772400818.059,
143,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,342302692731.4504,328874714554.8166,337428003570.3476,364894365259.1593,408688317458.9337,451938061552.2782,468657751177.80646,480161357524.57495,506863404993.9504,566770447247.7468,621467279780.1952,669061207415.6603,749080189282.4187,953686337146.0669,1211290375488.4958,1341236324874.7793,1441053548338.4778,1619480323456.0857,1757499287724.3862,2085313280655.0444,2453505637995.0527,2756896899520.003,2719803192357.5894,2625487107260.039,2655313723858.828,2816304105151.934,2930368385610.8003,3031907126680.932,3212621908256.9634,3279728420792.0225,3755440873122.712,3612157439176.7207,3768799146109.9717,4036271504576.351,4428524817141.157,4997433058705.146,5474269107881.733,5791833271998.523,5615088884542.05,5494953009273.792,6002718967514.435,6060717495507.036,6217666748204.272,7008873048987.74,8324107174033.3125,9917136223927.465,11767747394523.617,14559711942865.432,17426878371397.127,17009057347831.53,20604942626457.734,24227089925208.74,25771548477079.83,27317543283463.25,28239015205215.02,26797210771637.805,26945295092752.207,29595883137001.664,31412370428414.273,32220208388558.117,30993151083682.1,
144,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41383172,35699286.014279716,41859162.816743664,47039059.21881562,51938961.22077558,54878902.421951555,56698866.022679545,59260814.783704326,61444771.10457791,65966680.66638667,68738625.22749545,76482102.9082774,80915831.92402758,121181556.19596542,150846210.44885945,149560513.8607167,147654093.83624655,193307267.7092916,266559337.6264949,290142517.8147268,431561376.4766307,434188034.18803424,348746822.61926687,386699308.8591688,333158476.2421202,268626912.549917,318862888.4026258,402774852.65225935,470389179.6789091,495404888.09242386,596415104.5491439,704329192.7715207,831033941.0939692,835592802.2768308,878250450.602681,1001889856.9104794,946123275.8821204,997996028.6458334,928458205.9584321,912771290.6129798,887295267.8751549,825706961.2386893,775780697.6766249,1157832934.551271,1511236655.5204656,1682350934.85132,1800105589.6034853,1682016947.2279785,1766825412.7729626,1740830510.8748245,2234731973.55119,2579421686.2491217,2477702252.8007793,2367113170.003731,2441053175.7074275,2359759799.0422373,2114323793.982662,2306843528.5285287,2514146887.9166384,2366213068.575067,1875227642.4738364,
145,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,187454967861.44156,173690898612.66788,176932002194.21014,193666260336.2336,212628934483.95447,238939483311.90475,266159737056.3239,267529851202.43097,272279675473.81766,303643357461.6184,345532719746.5596,384120914658.7273,441305074419.33014,568745657714.1562,669045065779.1412,735899112640.4048,793302037628.3141,920176593918.8126,957483456883.3301,1138811756987.0957,1302205177326.832,1366299761944.2073,1389739049337.5125,1277058939167.171,1333626899160.638,1443079788432.478,1536775065408.0125,1621987879327.9019,1770593950760.4438,1816515326100.5957,1952195051454.8633,1966553231212.6558,2011169959020.9255,2094218071642.2898,2433552948509.0015,3016057539467.4263,3326513437830.3384,3483088385907.7373,3353403957391.0386,3098786383515.3022,3402987725115.089,3517506641846.1406,3728445845477.7607,4247316358290.234,5106711345076.682,6163042208353.36,7438167283572.391,9371315449495.068,11649148800115.309,11257229658364.004,13510527121079.31,16462620120571.393,17609848368660.4,18979140742884.684,19702341330208.164,18473177551530.223,18520514993069.36,20552489694472.04,22532236958442.344,22958638232726.55,22433389379277.14,
146,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395.3370495,8382519637.462235,10118631851.532152,11239547690.979713,10971583944.75615,11524776866.637894,12237388001.72637,14259781159.011929,18781721376.198536,22627507451.564827,26097677571.837296,30183575103.52616,39697891351.94308,47797551587.88233,37388122046.14957,37128694028.24299,43535051482.386894,42927454291.478,46523420074.437225,48533659592.17279,41435533340.38826,43047309305.73629,47758736931.78008,53750911865.68702,54697379017.333244,56546957475.4912,
147,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9429578,704145671.350213,741509480.7962842,791140595.7727553,903158753.9436224,921600736.304026,968440149.4709507,974721762.5353267,1066447130.8205178,1234878980.5019953,1457768455.0221863,1518773421.3784564,1901697369.626982,2609875802.1113644,3183637116.818558,3123333333.3333335,3423586206.896552,3789321328.0810356,4718539771.999488,5516982663.731425,6019805490.412471,5053665797.479357,4602316793.219142,4524217751.47929,4438435492.879085,4577211767.103744,6685595087.59256,8320902215.0189085,9418167855.183764,10037674037.674038,12778792853.693867,13834219728.29297,15518702634.880802,15925521222.014925,17701798890.76441,20853093869.7318,20895314657.980457,19563836265.223274,20150053345.187817,21899317598.841362,21230182989.303574,21387533703.232704,23649833332.16553,29667268248.130527,35064843792.89932,37672280120.47936,42910146296.064644,51587401415.787224,58844277701.525764,54467289897.55817,56213985987.41678,61696281326.245255,59776383527.36017,65203276466.976265,68804811897.64447,60071584216.13747,62216885435.94879,65712180342.98364,71285019397.41328,70195715495.51361,73353132793.7076,
148,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128636.6229315,5975248851.454824,6527926445.681104,7166275467.651614,7533788133.55753,7958852838.933951,8362398701.589434,9557031605.275124,11771975156.80728,14435700533.368023,17003459863.098942,21570076498.620518,31054350977.97839,35854274228.9139,26410909090.90909,23956163076.55748,27474380566.26504,28169902669.378365,30204783461.84881,31386896487.040672,27263090547.061707,28083597512.484116,30483806017.831818,34429023435.02115,34308783825.301907,33707320816.303596,
149,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142503774.6153107,1133008225.931781,1304353236.9266,1362079311.8967845,1532097039.8841913,1957726784.6887562,2288759545.3075643,2705659766.738446,3246477995.262436,3765226190.922379,4914391079.1114235,5665570560.771123,6311194301.722297,7046110595.14546,7176892950.3916445,7267563602.623099,6797764074.798216,6547629474.843279,6774193548.387096,6860272608.452106,7371723056.240197,8246521717.44876,10643215078.158112,12160002995.843266,14874147024.270752,18439876056.19781,21027044550.566704,21587740941.597885,28241858488.915546,36845925519.44327,43189526777.55667,51536304807.680275,54903031137.70956,45047964934.25172,45070605746.01944,50440941938.69923,55284360483.12171,55204758069.51243,25586111076.341515,
150,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037150716.3323781,2025689536.6070545,2379606422.2902875,2657247327.3391957,2798339768.7975497,2948325264.301946,2876395613.0817113,3046339294.536113,3271415867.9972334,3651615453.0184765,3956328426.044857,4356633663.366337,5074117544.774822,6242177798.339379,7675408485.514212,8984824182.60333,9584323309.121355,11049896742.388914,13236854105.16716,15912133569.285221,21728770055.37774,17788171722.44456,17692341358.12718,16251460689.32544,14824728528.460361,14991283215.740831,19462175321.822414,21765261041.726482,25705296183.503674,26314220188.025726,30180108561.930527,32285388165.29989,33711069430.78004,31655473663.834824,35604137422.5796,39030285468.38408,43161452678.438255,39147844526.08376,41806219378.61813,41632027599.85313,38857251336.34482,39459581217.375916,42236836820.61519,52064058833.97393,59626020162.38159,62343022650.87422,68640825480.92228,79041294874.45529,92507257783.56967,92897320375.8176,93216746661.59769,101370474295.10872,98266306615.36324,106825649872.10754,110081248587.369,101179808076.3598,103311649248.02448,109682728023.11185,118096227400.09161,119870439113.66211,114725065285.14868,
152,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868.03849727,327651487.9749647,402460333.24798936,523552815.09955174,563939670.6842421,711922994.2584395,735339911.9176496,811250927.3881227,1000535735.3766388,1209898293.3944438,1378130995.6018474,1205166025.476019,1143229071.8321931,1092551781.0367265,1037314956.2320927,1082851076.49699,1515209588.2084513,1839095595.2914326,2000674667.1352973,2010116851.2416658,2481316053.965071,2480598883.8507147,2737192565.055762,2574302409.08038,2720310018.9035916,3130462610.0670257,3137673291.4476213,2840175545.066307,2934498443.406716,2906093756.6588535,2647885848.5351024,2718868306.0109286,2968987019.230769,3601321064.5526614,4137913500.0,4203084193.50827,4582988332.706059,5867916780.728169,6476490405.741907,5451653237.010281,5367625613.151266,6088808463.25167,5743029680.071952,6555983530.349316,7069616048.89066,6261622101.409076,6472990923.179101,6431314957.071848,7194024563.060935,7383745662.151573,6816219303.255283,
153,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752979926.41489,1695122173.9130435,1930081168.831169,1698717504.6554935,1170782957.3744323,1288429391.7995076,1480673594.0560203,1661818168.4226036,1980907434.768264,2598249555.89984,2988348836.470999,3408244549.1999907,4401189466.140577,6054849884.526559,5439422031.39627,6974960345.371201,8414360656.296322,8709165249.269283,9496684701.433247,9510219299.495567,7745231660.334246,8071480540.86068,9669759987.026327,11456728401.306902,11970233939.880798,11915547262.656105,
154,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.076322,699161943.8571029,739286906.8515533,759345862.9713308,802482182.9241924,833563472.1623518,900264583.6882052,956436931.1423473,1031669636.3611614,1056391054.5386014,1111859569.771502,1199507629.9917893,1341590681.5851088,1653062347.3625412,1917508190.0468938,2283049233.2875834,2181844193.9254036,2358930406.428964,2669755115.5056915,3463565881.4248624,5201818349.002815,4759333969.851406,4784977348.970423,4686457013.057696,3905938480.823517,3802557894.906136,4347989798.834363,3212900560.809914,3189456961.2797194,3175638332.5404015,3931334870.7496405,3254713056.021707,3714967007.18602,4063298919.2868047,3522226902.7586145,3838101052.212316,4931861239.078644,4262965281.583599,4401967499.255936,4277903780.2913055,4629247090.978165,5438332738.103731,5351701534.158007,6372498719.8461275,5064732715.726151,5859269849.145228,6395712392.236817,8524620739.240741,10725137930.851782,9616879571.44509,9982711338.111248,11551819617.641642,11578974887.966774,12423555269.394794,12522957228.161762,11323020828.58436,11848613735.190832,13176313593.54182,13760033096.512177,14104664514.87003,13056079982.388718,
155,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.1589404,44781456.95364238,47911119.78476936,57829787.234042555,109503546.09929079,127190757.95998873,141882254.2301776,141223029.38306406,168514513.37507114,189514434.24399954,215043969.84924623,244396761.92333952,284874919.57764065,322417837.16197103,356013395.7085397,398988954.9702634,450382327.9524214,508223602.3789295,540096397.6210705,589239753.6108751,624337145.284622,870030468.6287483,897031250.0,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875.0,2588176054.6875,2774351760.032872,2886170571.696345,3295011381.7540526,3697351596.8375335,4109424799.7240715,4379136461.83077,4754175869.240268,5300962659.510877,5607762625.146275,3742769967.427981,
156,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,44425424089.71254,49164893255.240486,55582823710.52331,65781993990.62584,79687086013.79547,107907687261.709,201523288248.22256,222828199360.45135,281690014359.63916,327513058376.54834,349638130768.4092,458974955046.07104,594416883179.8901,615463717667.9954,614555917353.8303,622070642482.3497,634349949212.34,650889057869.577,668547476659.4994,615589157377.2396,583498501058.092,605930556171.6201,800911182301.4286,560573035816.5463,612529655573.1332,621840913800.1678,655962738349.1511,739588171284.806,836065935091.983,879599564823.7382,860090776101.3125,933774267097.1443,1046434254191.5782,1041162611078.1302,1035735994858.6625,1148509587284.7947,1356617397186.6946,1632556868277.247,1908023340519.8608,2259022414863.7915,2817719844780.999,2546940628402.0073,2972458255990.4126,3287583543837.6904,3557445838296.863,3508653077435.23,3524657942442.77,3095509625416.1255,3105138845524.5513,3225517205255.1357,3368284061892.6943,3406149805140.73,3035580428041.8135,
157,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,89025974025.97403,81814159292.0354,102500000000.0,134561403508.77193,205139086956.52173,263959336734.69388,184609157801.41846,156159198584.5129,184261495828.3671,195219789801.47916,134550096436.74403,147540738281.81686,181611549975.804,221400669713.58926,261253582805.94467,313142768453.4853,363157598242.26953,500736065605.3408,527813238126.2777,360073909243.85455,410975595310.15607,500413483109.17474,526502129378.28375,600232874042.9271,707906744574.6436,756706300589.7905,772106378935.377,729336319677.4492,782240601984.7599,877476221382.1012,975387131716.0892,1052696282278.8748,1109989063586.6196,900045350649.3506,1057801295584.0457,1180489601957.612,1201089987015.4524,1274443084716.5674,1315351183524.544,1171867608197.7246,1078490651625.3127,1158913035796.37,1222408203104.296,1269433932805.9138,1073915880822.5043,
158,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,110705600.0,112279400.0,114326300.0,115347500.0,122824000.0,131738200.0,131398500.00000001,132440200.0,136559500.0,141515800.0,148346700.0,151898900.0,149769600.0,160407100.0,172188500.0,180436300.0,184840400.0,182142800.0,183814300.0,201510900.0,213204100.0,221588900.0,239462200.0,244462400.0,
159,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,330056012865.8593,316326587845.13153,323057653169.8182,346355939324.5947,394303717642.48645,435013208033.19275,450148296469.9453,462297970594.88635,488166953367.8765,545562068638.6448,599308740169.6489,644499408905.5514,722357408591.9492,921759628777.0015,1171679901939.531,1294608413274.4143,1391605581074.025,1561070009128.7607,1691821263279.2402,2012952410300.4465,2377324233928.2856,2676978613685.303,2637015234072.7725,2545589396221.714,2577452384164.6626,2731024693193.493,2829942388031.701,2912551215315.94,3114641362587.516,3179913956980.131,3646803366880.166,3500364367742.454,3660265933225.8066,3922337898920.7686,4315178459177.3115,4869553782234.794,5332625953672.682,5639840387846.746,5459980598435.718,5337726853994.107,5819853748254.464,5877899226030.52,6022311549424.657,6795051571693.092,8073114562894.834,9617883099837.875,11420374147125.09,14140686448815.572,16925011207017.424,16501832706042.074,20041628752133.19,23825999777911.633,25387752941965.906,26922118067747.418,27815839699399.652,26380350797716.57,26558023228732.28,29186000510333.594,30985606994094.445,31771082836908.0,30535343464998.676,
160,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4699646643.109541,4938775510.204082,2436849341.976036,2682456896.5517244,3559607241.2581596,4707036096.489608,4642018353.672111,3912986090.973632,3765747304.9868073,3863621185.973027,3772857145.0248017,3709637829.948661,4018365247.4444366,4946292774.790463,5682788267.128653,6258600713.826275,6861222331.963165,8336478142.08872,9909548410.82744,9401731495.716612,9407168702.431301,10494632699.385948,9745251126.010904,10817712138.945108,11362272837.881779,10064515432.026518,10672471860.718407,11307058382.343525,12683070061.46955,12606338448.546968,12263710122.764538,
161,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494520.1419995,343771964.66216713,339913833.0962461,359772363.26220655,395218567.2028807,486617332.38740516,563683660.3119397,538747268.3333561,830710615.1799542,939227993.6639596,1049838492.5575862,1222702356.109457,1595423285.6465917,1759687480.1211662,1538980653.5899606,1333739016.7675967,1297751826.1736689,1232922696.8143537,1392205229.9336686,1852141546.5912044,2090606071.4048045,2169027633.372503,2181810275.539952,2681959313.156542,2724101610.719223,2830692638.5583134,2818306753.778782,2081864106.4481266,2706416623.059201,2780435256.9641285,2697102921.5138693,2920367497.076023,3440743431.84883,2961476518.2129226,3468327017.3402514,3908139486.817258,4714051055.354372,5454228770.811999,6247496491.294618,6905876385.353063,8156532185.613104,9838404004.932737,10232036863.424694,10689167195.337536,12995113407.233463,12442036265.148426,13242691429.594193,14364937996.866072,13104764333.994068,14026048690.73124,15365714371.331633,17070866299.094511,17280251193.952667,17465392915.915257,
162,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250721821.55367813,264579879.7848782,295118249.32493246,345602025.37539285,376094108.4753313,474620439.5849604,527936988.7912754,625573345.5321745,793675169.8785785,1001300838.3233533,1250242107.8796918,1243469360.5683837,1234518125.0,1165771369.0062542,1101828568.7680416,1117835285.5051246,1435079200.349574,1751247763.4194832,2019474244.1935902,2118574772.1113575,2547163582.331487,2750041434.262948,3021910216.718266,2709178326.7827063,2998570146.540952,3720400535.019455,3822882801.3339686,3793418418.4184184,4010571223.3395953,4121350731.8123116,4069515579.071135,4088368978.3458934,4470446391.446391,5448415500.170707,6098092551.071251,6416184181.072005,6778324049.68009,7925371475.499589,9090406767.247694,8696366907.474298,9035932122.49768,9638916481.069042,9462238211.486574,10551661176.783106,11626281387.006775,11091434483.5238,11721521912.72017,13221298307.889402,14864712990.163086,15215714309.097391,14647384607.603998,
163,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,584351384.445672,612517344.7366338,659976659.5995288,475197381.87882054,402619413.6564896,317816209.9737533,328182434.54039043,531186357.395256,551379225.9234502,578992638.8291004,559378375.6756756,634525053.1039642,667038769.0787861,1000557949.5708176,1128484859.0250328,1155595925.0851307,1000350726.874178,916914661.3585459,919525191.6447885,1010596805.4669713,1064867669.3890885,1302701536.673929,1427209835.8153832,1354699245.060584,1310837294.2583733,1590096758.9861736,1448003803.8734047,1392547742.8342664,1674823310.8718295,2036373522.6993854,2137184858.044164,2216073327.688399,2809748387.096774,3821535779.8165135,4879259320.754703,5759624742.268042,5633071709.233781,4613070974.829927,5643818689.478999,6849321645.95623,6220271055.113289,6110633153.6877775,7754647428.073235,9390855297.735533,10588433068.85494,11863016315.293356,15591182544.709234,23013015832.10227,29455165594.68592,37796052938.72776,54118601974.794716,58318677644.949196,60572254371.473114,63264891867.053986,63045306513.93229,60291738934.77826,61449391917.12986,67144726167.93033,68697761477.18176,79852046610.96756,
